MCcycles: 10000000	 L = 20	 T = 2.4	 Randomstart = 0
MCcycles 	 E 		 E2 		 M 		 M2 		 Mabs 		 accepted		 X 		 Cv
1	-1.69	 	1142.44	 	0.91	 	331.24	 	0.91	 	32	 	0	 	0	 	
10000	-1.22779	 	610.816	 	0.138785	 	96.204	 	0.434587	 	1091435	 	8.60737	 	1.35989	 	
20000	-1.22447	 	607.482	 	-0.00747425	 	94.0988	 	0.428845	 	2192856	 	8.55644	 	1.34544	 	
30000	-1.23242	 	615.634	 	-0.0108713	 	99.783	 	0.444438	 	3252014	 	8.65541	 	1.40468	 	
40000	-1.23404	 	617.277	 	-0.0256536	 	100.88	 	0.446793	 	4326619	 	8.76284	 	1.41298	 	
50000	-1.23196	 	615.113	 	-0.0127528	 	99.8663	 	0.444593	 	5422907	 	8.66712	 	1.39319	 	
60000	-1.23397	 	617.1	 	-0.0415949	 	101.005	 	0.447834	 	6488782	 	8.65957	 	1.39305	 	
70000	-1.23507	 	618.191	 	-0.0193129	 	101.694	 	0.449787	 	7560278	 	8.65442	 	1.39409	 	
80000	-1.23541	 	618.555	 	-0.0126211	 	102.073	 	0.450745	 	8635848	 	8.66869	 	1.3986	 	
90000	-1.23613	 	619.316	 	-0.00599617	 	102.636	 	0.452418	 	9704926	 	8.65151	 	1.40756	 	
100000	-1.23487	 	618.062	 	-0.0141447	 	101.677	 	0.449282	 	10804028	 	8.72313	 	1.40711	 	
110000	-1.23352	 	616.71	 	-0.0124157	 	100.96	 	0.447155	 	11905264	 	8.74218	 	1.40359	 	
120000	-1.23392	 	617.087	 	-0.0178855	 	101.093	 	0.447325	 	12979793	 	8.77193	 	1.39982	 	
130000	-1.23318	 	616.294	 	-0.0117197	 	100.554	 	0.44603	 	14077220	 	8.7404	 	1.38914	 	
140000	-1.23446	 	617.581	 	-0.0166791	 	101.542	 	0.448974	 	15132853	 	8.71267	 	1.39384	 	
150000	-1.23502	 	618.123	 	-0.0126091	 	101.868	 	0.450035	 	16201059	 	8.68962	 	1.39163	 	
160000	-1.23495	 	618.061	 	-0.0146919	 	102.038	 	0.450807	 	17282296	 	8.64472	 	1.39246	 	
170000	-1.2353	 	618.408	 	-0.00902124	 	102.403	 	0.451912	 	18352961	 	8.63057	 	1.39198	 	
180000	-1.23473	 	617.808	 	-0.00856347	 	101.921	 	0.45053	 	19449390	 	8.63751	 	1.38608	 	
190000	-1.23509	 	618.216	 	-0.00929082	 	102.129	 	0.450996	 	20519706	 	8.65405	 	1.39502	 	
200000	-1.23499	 	618.122	 	-0.0010261	 	102.006	 	0.450451	 	21602825	 	8.68475	 	1.39664	 	
210000	-1.23444	 	617.564	 	0.00738152	 	101.584	 	0.449233	 	22699948	 	8.69154	 	1.39288	 	
220000	-1.23485	 	617.948	 	0.00927064	 	101.853	 	0.450049	 	23768402	 	8.68118	 	1.39045	 	
230000	-1.23516	 	618.252	 	0.00699811	 	102.012	 	0.450512	 	24839073	 	8.67815	 	1.38953	 	
240000	-1.23538	 	618.47	 	0.00479315	 	102.274	 	0.451316	 	25912224	 	8.66664	 	1.39038	 	
250000	-1.2357	 	618.804	 	0.00186236	 	102.565	 	0.452107	 	26978737	 	8.66849	 	1.39208	 	
260000	-1.23618	 	619.261	 	0.00828956	 	102.833	 	0.453018	 	28038370	 	8.64301	 	1.38946	 	
270000	-1.23622	 	619.288	 	0.00605193	 	102.923	 	0.453331	 	29114730	 	8.6332	 	1.38814	 	
280000	-1.23558	 	618.658	 	-0.00171055	 	102.434	 	0.451878	 	30220417	 	8.64874	 	1.3875	 	
290000	-1.23499	 	618.061	 	0.000842362	 	102.02	 	0.450736	 	31325345	 	8.64787	 	1.38549	 	
300000	-1.23504	 	618.099	 	-0.00824018	 	101.983	 	0.450766	 	32402728	 	8.62798	 	1.38312	 	
310000	-1.23484	 	617.895	 	-0.00612592	 	101.851	 	0.450366	 	33490294	 	8.63283	 	1.38237	 	
320000	-1.2346	 	617.651	 	-0.00791545	 	101.696	 	0.449874	 	34582369	 	8.6421	 	1.38109	 	
330000	-1.23472	 	617.775	 	-0.00854364	 	101.86	 	0.450339	 	35656388	 	8.64084	 	1.3816	 	
340000	-1.23505	 	618.101	 	-0.00615107	 	102.132	 	0.451248	 	36721252	 	8.61769	 	1.38264	 	
350000	-1.23514	 	618.181	 	-0.0045058	 	102.075	 	0.451065	 	37797045	 	8.62143	 	1.38084	 	
360000	-1.23533	 	618.36	 	-0.00764707	 	102.179	 	0.451378	 	38865782	 	8.61775	 	1.37943	 	
370000	-1.23567	 	618.709	 	-0.00424828	 	102.54	 	0.452516	 	39927983	 	8.59651	 	1.38215	 	
380000	-1.23609	 	619.138	 	-0.00565328	 	102.839	 	0.453274	 	40982354	 	8.60684	 	1.38436	 	
390000	-1.23585	 	618.908	 	0.000595513	 	102.63	 	0.452628	 	42075320	 	8.61699	 	1.38423	 	
400000	-1.23579	 	618.844	 	0.00215818	 	102.543	 	0.45229	 	43158392	 	8.63171	 	1.38425	 	
410000	-1.23548	 	618.537	 	0.00282449	 	102.31	 	0.451606	 	44257036	 	8.63792	 	1.38452	 	
420000	-1.2353	 	618.358	 	0.00320643	 	102.144	 	0.451184	 	45347801	 	8.63233	 	1.38359	 	
430000	-1.23512	 	618.187	 	0.00234849	 	101.95	 	0.450489	 	46440179	 	8.65573	 	1.38453	 	
440000	-1.23507	 	618.13	 	-0.00190244	 	101.948	 	0.450434	 	47524144	 	8.66324	 	1.38359	 	
