MCcycles: 10000
MCcycle 	 <E> 		 <E^2> 		 <M> 		 <M^2> 		 <|M|>
1	-192	 	36864	 	102	 	10404	 	102	 	
2	-190	 	36104	 	103	 	10610	 	103	 	
3	-189.333	 	35850.7	 	103.333	 	10678.7	 	103.333	 	
4	-183	 	33612	 	105	 	11034	 	105	 	
5	-181.6	 	33084.8	 	105.2	 	11074.4	 	105.2	 	
6	-176	 	31221.3	 	107	 	11471.3	 	107	 	
7	-166.857	 	28553.1	 	110.286	 	12246.9	 	110.286	 	
8	-162	 	27032	 	112.5	 	12764	 	112.5	 	
9	-159.556	 	26206.2	 	113.778	 	13054.2	 	113.778	 	
10	-159.2	 	26019.2	 	114.4	 	13188.8	 	114.4	 	
11	-161.091	 	26599.3	 	113.636	 	13011.3	 	113.636	 	
12	-163.667	 	27454.7	 	112.667	 	12794	 	112.667	 	
13	-163.077	 	27214.8	 	112.615	 	12774.8	 	112.615	 	
14	-161.714	 	26752	 	113.429	 	12960.6	 	113.429	 	
15	-160.267	 	26275.2	 	113.733	 	13024.8	 	113.733	 	
16	-158.75	 	25789	 	114.125	 	13110.8	 	114.125	 	
17	-158.353	 	25631.1	 	114.235	 	13131.1	 	114.235	 	
18	-158.889	 	25775.1	 	113.889	 	13049.6	 	113.889	 	
19	-159.789	 	26048.8	 	113.474	 	12954.1	 	113.474	 	
20	-160	 	26091.2	 	113.3	 	12911.4	 	113.3	 	
21	-161.143	 	26461	 	112.857	 	12811.6	 	112.857	 	
22	-161.091	 	26421.8	 	112.909	 	12820	 	112.909	 	
23	-160.522	 	26225.4	 	113.217	 	12888.7	 	113.217	 	
24	-159.5	 	25903.3	 	113.5	 	12951.7	 	113.5	 	
25	-159.52	 	25891.2	 	113.44	 	12935.4	 	113.44	 	
26	-158.923	 	25692.9	 	113.615	 	12973.4	 	113.615	 	
27	-157.926	 	25386.7	 	114	 	13062.4	 	114	 	
28	-157.143	 	25140.6	 	114.5	 	13181	 	114.5	 	
29	-156.138	 	24838.6	 	115.103	 	13327.3	 	115.103	 	
30	-155.2	 	24556.8	 	115.4	 	13395.6	 	115.4	 	
31	-154.581	 	24361.3	 	115.871	 	13508.6	 	115.871	 	
32	-153.625	 	24080.5	 	116.062	 	13551.6	 	116.062	 	
33	-153.576	 	24050.9	 	116.061	 	13548.7	 	116.061	 	
34	-153.647	 	24059.3	 	116	 	13532.5	 	116	 	
35	-153.829	 	24103.3	 	116.171	 	13571.1	 	116.171	 	
36	-154.111	 	24180.9	 	116.444	 	13635.1	 	116.444	 	
37	-153.838	 	24087.8	 	116.649	 	13682.2	 	116.649	 	
38	-153.474	 	23969.7	 	116.684	 	13688.5	 	116.684	 	
39	-153.744	 	24044.7	 	116.513	 	13647.8	 	116.513	 	
40	-153.5	 	23962	 	116.5	 	13643	 	116.5	 	
41	-153.171	 	23855.6	 	116.537	 	13649.9	 	116.537	 	
42	-152.952	 	23781.3	 	116.619	 	13667.7	 	116.619	 	
43	-153.395	 	23916.3	 	116.465	 	13631.3	 	116.465	 	
44	-153.455	 	23925.8	 	116.455	 	13627.3	 	116.455	 	
45	-152.889	 	23758.2	 	116.622	 	13666.1	 	116.622	 	
46	-152.174	 	23554.8	 	117.043	 	13771.1	 	117.043	 	
47	-151.66	 	23402.2	 	117.447	 	13871.7	 	117.447	 	
48	-151.167	 	23256	 	117.708	 	13934.8	 	117.708	 	
49	-150.612	 	23095.2	 	118.122	 	14039	 	118.122	 	
50	-149.84	 	22884.2	 	118.84	 	14232.6	 	118.84	 	
51	-149.412	 	22756.7	 	119.451	 	14394.7	 	119.451	 	
52	-148.692	 	22560.3	 	120.231	 	14610.2	 	120.231	 	
53	-147.774	 	22323.3	 	121.019	 	14829.7	 	121.019	 	
54	-147.259	 	22176.6	 	121.741	 	15029.1	 	121.741	 	
55	-146.255	 	21927.3	 	122.545	 	15256.9	 	122.545	 	
56	-146.071	 	21866	 	123.107	 	15407.9	 	123.107	 	
57	-145.754	 	21769.8	 	123.789	 	15598	 	123.789	 	
58	-145.379	 	21659.6	 	124.345	 	15748.7	 	124.345	 	
59	-144.61	 	21462	 	124.915	 	15904.9	 	124.915	 	
60	-144.067	 	21313.3	 	125.167	 	15966.5	 	125.167	 	
61	-143.934	 	21267.1	 	125.049	 	15933	 	125.049	 	
62	-144.452	 	21423.7	 	124.774	 	15864.1	 	124.774	 	
63	-145.206	 	21668.8	 	124.413	 	15777.5	 	124.413	 	
64	-145.812	 	21859.2	 	124.094	 	15699.9	 	124.094	 	
65	-145.846	 	21859.9	 	124.031	 	15679.9	 	124.031	 	
66	-145.576	 	21777	 	124.03	 	15675.3	 	124.03	 	
67	-145.552	 	21761.4	 	123.97	 	15656.3	 	123.97	 	
68	-145.588	 	21763.5	 	123.882	 	15630.8	 	123.882	 	
69	-144.986	 	21604.9	 	124.145	 	15696.5	 	124.145	 	
70	-144.571	 	21488.5	 	124.343	 	15744.3	 	124.343	 	
71	-144.169	 	21375.3	 	124.563	 	15798.6	 	124.563	 	
72	-143.889	 	21292	 	124.833	 	15867.2	 	124.833	 	
73	-143.452	 	21172.2	 	125.26	 	15983.2	 	125.26	 	
74	-142.919	 	21032.2	 	125.784	 	16130.7	 	125.784	 	
75	-142.347	 	20885.1	 	126.293	 	16274.2	 	126.293	 	
76	-141.632	 	20712.2	 	126.895	 	16449.4	 	126.895	 	
77	-140.935	 	20543.8	 	127.688	 	16694.8	 	127.688	 	
78	-140.41	 	20408.6	 	128.077	 	16800.8	 	128.077	 	
79	-140.051	 	20309.1	 	128.253	 	16843.3	 	128.253	 	
80	-139.75	 	20223.4	 	128.6	 	16937	 	128.6	 	
81	-139.259	 	20097.2	 	129.012	 	17051.9	 	129.012	 	
82	-138.878	 	19994.3	 	129.39	 	17156.1	 	129.39	 	
83	-138.699	 	19938.7	 	129.735	 	17250.2	 	129.735	 	
84	-138.381	 	19850.7	 	129.976	 	17312.7	 	129.976	 	
85	-138.259	 	19809.9	 	130.235	 	17380.8	 	130.235	 	
86	-138.14	 	19770	 	130.488	 	17447.4	 	130.488	 	
87	-137.793	 	19676.9	 	130.575	 	17465.7	 	130.575	 	
88	-137.5	 	19595.8	 	130.75	 	17509.5	 	130.75	 	
89	-137.303	 	19537.4	 	130.742	 	17502.7	 	130.742	 	
90	-137.333	 	19538.1	 	130.689	 	17484.6	 	130.689	 	
91	-137.363	 	19538.8	 	130.549	 	17445.5	 	130.549	 	
92	-137.261	 	19504.5	 	130.435	 	17412.3	 	130.435	 	
93	-137.333	 	19517.8	 	130.301	 	17374.8	 	130.301	 	
94	-137.319	 	19506.9	 	130.234	 	17353.6	 	130.234	 	
95	-137.432	 	19532.1	 	130.147	 	17327.6	 	130.147	 	
96	-137.167	 	19459.3	 	130.354	 	17381.5	 	130.354	 	
97	-136.99	 	19407.2	 	130.392	 	17387.4	 	130.392	 	
98	-136.898	 	19376.3	 	130.367	 	17377.1	 	130.367	 	
99	-136.687	 	19316.5	 	130.364	 	17372.3	 	130.364	 	
100	-136.36	 	19231.5	 	130.54	 	17417.6	 	130.54	 	
101	-136.317	 	19213.6	 	130.693	 	17456.2	 	130.693	 	
102	-136.314	 	19206.6	 	130.784	 	17477.3	 	130.784	 	
103	-136.388	 	19221.4	 	130.816	 	17481.9	 	130.816	 	
104	-136.577	 	19270.6	 	130.808	 	17476.3	 	130.808	 	
105	-136.686	 	19295.7	 	130.743	 	17456.3	 	130.743	 	
106	-136.943	 	19367.4	 	130.566	 	17410	 	130.566	 	
107	-137.047	 	19391.1	 	130.449	 	17377.4	 	130.449	 	
108	-137.037	 	19382.8	 	130.352	 	17349.8	 	130.352	 	
109	-136.771	 	19312	 	130.514	 	17391.6	 	130.514	 	
110	-136.509	 	19242.5	 	130.6	 	17411.7	 	130.6	 	
111	-136.432	 	19216.7	 	130.595	 	17407.1	 	130.595	 	
112	-136.393	 	19200.7	 	130.554	 	17393.4	 	130.554	 	
113	-136.319	 	19175.8	 	130.496	 	17375.5	 	130.496	 	
114	-136.456	 	19210.2	 	130.351	 	17337.1	 	130.351	 	
