MCcycles: 1000000	 L = 20	 T = 1	 Randomstart = 1
MCcycles 	 E 		 E2 		 M 		 M2 		 Mabs 		 accepted		 X 		 Cv
1	-0.73	 	213.16	 	0.095	 	3.61	 	0.095	 	0.5175	 	0	 	0	 	
100	-1.8162	 	1340.85	 	-0.7183	 	255.308	 	0.7269	 	0	 	43.9548	 	21.4142	 	
200	-1.9076	 	1469.63	 	-0.859025	 	327.554	 	0.863325	 	0	 	29.4223	 	14.0525	 	
300	-1.9377	 	1511.97	 	-0.905833	 	351.557	 	0.9087	 	0	 	21.2625	 	10.0996	 	
400	-1.9523	 	1532.43	 	-0.929125	 	363.468	 	0.931275	 	0	 	16.5589	 	7.83868	 	
500	-1.96128	 	1545.05	 	-0.94316	 	370.663	 	0.94488	 	0	 	13.5436	 	6.40382	 	
600	-1.96743	 	1553.73	 	-0.952558	 	375.493	 	0.953992	 	0	 	11.4525	 	5.41443	 	
700	-1.97143	 	1559.3	 	-0.959171	 	378.862	 	0.9604	 	0.0025	 	9.91522	 	4.6833	 	
800	-1.97452	 	1563.63	 	-0.964156	 	381.41	 	0.965231	 	0	 	8.74139	 	4.12821	 	
900	-1.97668	 	1566.59	 	-0.967961	 	383.334	 	0.968917	 	0	 	7.81401	 	3.68994	 	
1000	-1.97872	 	1569.47	 	-0.97109	 	384.941	 	0.97195	 	0	 	7.0659	 	3.33838	 	
1100	-1.98034	 	1571.74	 	-0.973636	 	386.244	 	0.974418	 	0	 	6.44812	 	3.04843	 	
1200	-1.98188	 	1573.94	 	-0.975808	 	387.371	 	0.976525	 	0	 	5.93037	 	2.80583	 	
1300	-1.98307	 	1575.62	 	-0.977619	 	388.302	 	0.978281	 	0.0025	 	5.48907	 	2.59823	 	
1400	-1.98406	 	1577.02	 	-0.979164	 	389.095	 	0.979779	 	0	 	5.10875	 	2.41925	 	
1500	-1.98505	 	1578.43	 	-0.980533	 	389.806	 	0.981107	 	0	 	4.77808	 	2.26397	 	
1600	-1.98573	 	1579.38	 	-0.981684	 	390.391	 	0.982222	 	0	 	4.48706	 	2.12724	 	
1700	-1.98635	 	1580.24	 	-0.982706	 	390.912	 	0.983212	 	0	 	4.2295	 	2.00636	 	
1800	-1.98697	 	1581.11	 	-0.983631	 	391.388	 	0.984108	 	0	 	4.00007	 	1.89854	 	
1900	-1.98745	 	1581.79	 	-0.984442	 	391.801	 	0.984895	 	0	 	3.79408	 	1.80178	 	
2000	-1.98798	 	1582.53	 	-0.985193	 	392.189	 	0.985623	 	0	 	3.60848	 	1.71482	 	
2100	-1.98841	 	1583.15	 	-0.985864	 	392.535	 	0.986274	 	0	 	3.4401	 	1.63562	 	
