MCcycles: 10000
MCcycle 	 <E> 		 <E^2> 		 <M> 		 <M^2> 		 <|M|>
1	-200	 	40000	 	100	 	10000	 	100	 	
2	-200	 	40000	 	100	 	10000	 	100	 	
3	-200	 	40000	 	100	 	10000	 	100	 	
4	-198	 	39216	 	100.5	 	10101	 	100.5	 	
5	-198.4	 	39372.8	 	100.4	 	10080.8	 	100.4	 	
6	-198.667	 	39477.3	 	100.333	 	10067.3	 	100.333	 	
7	-198.857	 	39552	 	100.286	 	10057.7	 	100.286	 	
8	-199	 	39608	 	100.25	 	10050.5	 	100.25	 	
9	-199.111	 	39651.6	 	100.222	 	10044.9	 	100.222	 	
10	-199.2	 	39686.4	 	100.2	 	10040.4	 	100.2	 	
11	-199.273	 	39714.9	 	100.182	 	10036.7	 	100.182	 	
12	-199.333	 	39738.7	 	100.167	 	10033.7	 	100.167	 	
13	-199.385	 	39758.8	 	100.154	 	10031.1	 	100.154	 	
14	-198.857	 	39552	 	100.286	 	10057.7	 	100.286	 	
15	-198.933	 	39581.9	 	100.267	 	10053.9	 	100.267	 	
16	-199	 	39608	 	100.25	 	10050.5	 	100.25	 	
17	-199.059	 	39631.1	 	100.235	 	10047.5	 	100.235	 	
18	-199.111	 	39651.6	 	100.222	 	10044.9	 	100.222	 	
19	-199.158	 	39669.9	 	100.211	 	10042.5	 	100.211	 	
20	-199.2	 	39686.4	 	100.2	 	10040.4	 	100.2	 	
21	-199.238	 	39701.3	 	100.19	 	10038.5	 	100.19	 	
22	-199.273	 	39714.9	 	100.182	 	10036.7	 	100.182	 	
23	-199.304	 	39727.3	 	100.174	 	10035.1	 	100.174	 	
24	-199.333	 	39738.7	 	100.167	 	10033.7	 	100.167	 	
25	-199.36	 	39749.1	 	100.16	 	10032.3	 	100.16	 	
26	-199.385	 	39758.8	 	100.154	 	10031.1	 	100.154	 	
27	-199.407	 	39767.7	 	100.148	 	10029.9	 	100.148	 	
28	-199.429	 	39776	 	100.143	 	10028.9	 	100.143	 	
29	-199.448	 	39783.7	 	100.138	 	10027.9	 	100.138	 	
30	-199.467	 	39790.9	 	100.133	 	10026.9	 	100.133	 	
31	-199.484	 	39797.7	 	100.129	 	10026.1	 	100.129	 	
32	-199.5	 	39804	 	100.125	 	10025.2	 	100.125	 	
33	-199.515	 	39809.9	 	100.121	 	10024.5	 	100.121	 	
34	-199.529	 	39815.5	 	100.118	 	10023.8	 	100.118	 	
35	-199.543	 	39820.8	 	100.114	 	10023.1	 	100.114	 	
36	-199.556	 	39825.8	 	100.111	 	10022.4	 	100.111	 	
