MCcycles: 10000
MCcycle 	 <E> 		 <E^2> 		 <M> 		 <M^2> 		 <|M|>
1	 	-0.1832	 	11.648	 	-0.1086	 	2.562	 	0.1086	 	
2	 	-0.52	 	51.0848	 	-0.189	 	4.8316	 	0.189	 	
3	 	-0.7276	 	79.8448	 	-0.2302	 	5.9692	 	0.2302	 	
4	 	-1.0156	 	121.317	 	-0.2934	 	7.9764	 	0.2934	 	
5	 	-1.222	 	151.749	 	-0.346	 	9.9664	 	0.346	 	
6	 	-1.4876	 	190.942	 	-0.4362	 	14.506	 	0.4362	 	
7	 	-1.6228	 	211.262	 	-0.4834	 	16.986	 	0.4834	 	
8	 	-1.6384	 	213.696	 	-0.4888	 	17.2776	 	0.4888	 	
9	 	-1.6696	 	218.563	 	-0.499	 	17.798	 	0.499	 	
10	 	-1.7768	 	234.982	 	-0.53	 	19.1752	 	0.53	 	
11	 	-2.0196	 	271.829	 	-0.5936	 	21.7064	 	0.5936	 	
12	 	-2.0956	 	283.381	 	-0.6146	 	22.5924	 	0.6146	 	
13	 	-2.218	 	302.11	 	-0.653	 	24.4452	 	0.653	 	
14	 	-2.3096	 	316.096	 	-0.6848	 	26.1312	 	0.6848	 	
15	 	-2.5176	 	347.008	 	-0.7634	 	30.5564	 	0.7634	 	
16	 	-2.6672	 	369.392	 	-0.8248	 	34.3344	 	0.8248	 	
17	 	-2.8152	 	391.296	 	-0.8866	 	38.1572	 	0.8866	 	
18	 	-2.9596	 	412.149	 	-0.95	 	42.1832	 	0.95	 	
19	 	-3.3044	 	463.87	 	-1.1162	 	54.2324	 	1.1162	 	
20	 	-3.4228	 	481.394	 	-1.1786	 	59.1092	 	1.1786	 	
21	 	-3.5944	 	508.179	 	-1.2798	 	68.4316	 	1.2798	 	
22	 	-3.7452	 	533.474	 	-1.371	 	77.6812	 	1.371	 	
23	 	-3.8316	 	548.405	 	-1.4224	 	82.9672	 	1.4224	 	
24	 	-3.9584	 	571.382	 	-1.5006	 	91.7076	 	1.5006	 	
25	 	-3.9776	 	575.069	 	-1.5124	 	93.1	 	1.5124	 	
26	 	-3.9976	 	579.069	 	-1.5244	 	94.54	 	1.5244	 	
27	 	-3.9976	 	579.069	 	-1.5244	 	94.54	 	1.5244	 	
28	 	-3.9976	 	579.069	 	-1.5244	 	94.54	 	1.5244	 	
29	 	-3.9976	 	579.069	 	-1.5244	 	94.54	 	1.5244	 	
30	 	-3.9976	 	579.069	 	-1.5244	 	94.54	 	1.5244	 	
31	 	-3.9976	 	579.069	 	-1.5244	 	94.54	 	1.5244	 	
32	 	-4.0168	 	582.755	 	-1.5362	 	95.9324	 	1.5362	 	
33	 	-4.056	 	590.442	 	-1.56	 	98.7648	 	1.56	 	
34	 	-4.056	 	590.442	 	-1.56	 	98.7648	 	1.56	 	
35	 	-4.076	 	594.442	 	-1.572	 	100.205	 	1.572	 	
36	 	-4.076	 	594.442	 	-1.572	 	100.205	 	1.572	 	
37	 	-4.076	 	594.442	 	-1.572	 	100.205	 	1.572	 	
38	 	-4.076	 	594.442	 	-1.572	 	100.205	 	1.572	 	
39	 	-4.076	 	594.442	 	-1.572	 	100.205	 	1.572	 	
40	 	-4.076	 	594.442	 	-1.572	 	100.205	 	1.572	 	
41	 	-4.1152	 	602.128	 	-1.5958	 	103.037	 	1.5958	 	
42	 	-4.1152	 	602.128	 	-1.5958	 	103.037	 	1.5958	 	
43	 	-4.1152	 	602.128	 	-1.5958	 	103.037	 	1.5958	 	
44	 	-4.1152	 	602.128	 	-1.5958	 	103.037	 	1.5958	 	
45	 	-4.1152	 	602.128	 	-1.5958	 	103.037	 	1.5958	 	
