MCcycles: 10000
MCcycle 	 <E> 		 <E^2> 		 <M> 		 <M^2> 		 <|M|>
1	-1.74	 	1211.04	 	0.92	 	338.56	 	0.92	 	0	 	0	 	
2	-1.7	 	1156.64	 	0.9025	 	325.925	 	0.9025	 	0.0510417	 	0.266667	 	
3	-1.61	 	1043.75	 	0.87	 	303.687	 	0.87	 	0.386111	 	2.87778	 	
4	-1.5525	 	973.25	 	0.8475	 	288.605	 	0.8475	 	0.542708	 	3.81146	 	
5	-1.536	 	951.472	 	0.833	 	278.934	 	0.833	 	0.574333	 	3.23067	 	
6	-1.53833	 	953.06	 	0.834167	 	279.485	 	0.834167	 	0.479745	 	2.69676	 	
7	-1.53286	 	945.48	 	0.833571	 	278.924	 	0.833571	 	0.411565	 	2.3415	 	
8	-1.54875	 	965.075	 	0.840625	 	283.664	 	0.840625	 	0.418164	 	2.34349	 	
9	-1.55889	 	977.382	 	0.843333	 	285.4	 	0.843333	 	0.381481	 	2.22016	 	
10	-1.571	 	992.54	 	0.848	 	288.544	 	0.848	 	0.376	 	2.21817	 	
11	-1.57545	 	997.742	 	0.848182	 	288.585	 	0.848182	 	0.341873	 	2.04959	 	
12	-1.57333	 	994.68	 	0.845833	 	286.95	 	0.845833	 	0.323495	 	1.88704	 	
13	-1.56615	 	985.563	 	0.841154	 	283.838	 	0.841154	 	0.342406	 	1.84497	 	
14	-1.55643	 	973.591	 	0.8375	 	281.395	 	0.8375	 	0.346875	 	1.91811	 	
15	-1.544	 	958.736	 	0.832333	 	278.038	 	0.832333	 	0.386037	 	2.15067	 	
16	-1.53313	 	945.737	 	0.828125	 	275.291	 	0.828125	 	0.406185	 	2.31191	 	
17	-1.53941	 	953.391	 	0.831471	 	277.526	 	0.831471	 	0.41214	 	2.28131	 	
18	-1.55222	 	970.044	 	0.836667	 	281.122	 	0.836667	 	0.465741	 	2.61955	 	
19	-1.56158	 	981.998	 	0.841053	 	284.145	 	0.841053	 	0.498938	 	2.74432	 	
20	-1.5685	 	990.698	 	0.844	 	286.138	 	0.844	 	0.5015	 	2.75879	 	
21	-1.5719	 	994.752	 	0.845	 	286.764	 	0.845	 	0.480952	 	2.66606	 	
22	-1.56818	 	989.902	 	0.843409	 	285.659	 	0.843409	 	0.467949	 	2.59339	 	
23	-1.55739	 	977.165	 	0.837391	 	281.883	 	0.837391	 	0.580388	 	2.90756	 	
24	-1.55917	 	979.117	 	0.838542	 	282.608	 	0.838542	 	0.561277	 	2.7985	 	
25	-1.5608	 	980.912	 	0.8388	 	282.728	 	0.8388	 	0.539093	 	2.69723	 	
26	-1.55846	 	977.8	 	0.836731	 	281.334	 	0.836731	 	0.536199	 	2.61627	 	
27	-1.55407	 	972.305	 	0.833148	 	279.027	 	0.833148	 	0.571959	 	2.60279	 	
28	-1.54536	 	962.096	 	0.827143	 	275.379	 	0.827143	 	0.713818	 	2.85176	 	
29	-1.53759	 	952.953	 	0.821897	 	272.168	 	0.821897	 	0.817648	 	3.03524	 	
